"Name","Comments","Size","Type","Date Modified","Lent to","Disk Location","Location","Path",
"H. P. Lovecraft - Hypnos.txt","Hypnos by H.P. Lovecraft
Hypnos
by H.P. Lovecraft
Written Mar 1922 
Published May 1923 in The National Amateur, Vol. 45, No. 5, pages 1-3. 
Apropos of sleep, that sinister adventure of all our nights, we may say that men 
go to bed daily with an audacity...","16 KB (16,369 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Hypnos.txt",
"H. P. Lovecraft - In The Vault.txt","In The Vault by H. P. LovecraftIn The Vault
by H. P. Lovecraft
Written 18 Sep 1925 
Published November 1925 in The Tryout, Vol. 10, No. 6, p. 3-17. 
There is nothing more absurd, as I view it, than that conventional association 
of the homely and the who...","20 KB (19,969 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - In The Vault.txt",
"H. P. Lovecraft - Memory.txt","Memory by H. P. LovecraftMemory
by H. P. Lovecraft
Written 1919 
Published May 1923 in The National Amateur, Vol. 45, No. p. 5, 9. 
In the valley of Nis the accursed waning moon shines thinly, tearing a path for 
its light with feeble horns through the l...","3 KB (2,148 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Memory.txt",
"H. P. Lovecraft - Nathicana.txt","Nathicana by H.P. LovecraftNathicana
by H.P. Lovecraft
and Alfred Galpin
Written 1920? 
Published in the Vagrant in Spring 1927 
It was in the pale garden of Zais; 
The mist-shrouded gardens of Zais, 
Where blossoms the white naphalot, 
The redolent hera...","5 KB (4,246 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Nathicana.txt",
"H. P. Lovecraft - Nemesis.txt","Nemesis by H. P. LovecraftNemesis
by H. P. Lovecraft
Written October 31 - November 1 
Published June 1918 in The Vagrant 
Through the ghoul-guarded gateways of slumber, 
   Past the wan-mooned abysses of night, 
I have lived o'er my lives without number,...","3 KB (2,913 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Nemesis.txt",
"H. P. Lovecraft - Nyarlathotep.txt","Nyarlathotep by H.P. Lovecraft
Nyarlathotep
by H.P. Lovecraft
Written early Dec 1920 
Published November 1920 in The United Amateur, Vol. 20, No. 2, p. 19-21. 
Nyarlathotep... the crawling chaos... I am the last... I will tell the audient 
void... 
I do ...","7 KB (7,108 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Nyarlathotep.txt",
"H. P. Lovecraft - Pickman's Model.txt","Pickman's Model by H. P. LovecraftPickman's Model
by H. P. Lovecraft
Written 1926 
Published October 1927 in Weird Tales, Vol. 10, No. 4, p. 505-14. 
You needn't think I'm crazy, Eliot - plenty of others have queerer prejudices 
than this. Why don't you ...","31 KB (31,624 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Pickman's Model.txt",
"H. P. Lovecraft - Poetry and the Gods.txt","Poetry and the Gods by H.P. Lovecraft and Anna Helen Crofts
Poetry and the Gods
by H.P. Lovecraft and Anna Helen Crofts
Written 1920 
Published September 1920 in The United Amateur, Vol. 20, No. 1, p. 1-4. 
A damp gloomy evening in April it was, just aft...","15 KB (14,883 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Poetry and the Gods.txt",
"H. P. Lovecraft - Polaris.txt","Polaris by H.P. Lovecraft
Polaris
by H.P. Lovecraft
1918 
Into the North Window of my chamber glows the Pole Star with uncanny light. All 
through the long hellish hours of blackness it shines there. And in the autumn 
of the year, when the winds from th...","9 KB (8,600 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Polaris.txt",
"H. P. Lovecraft - Supernatural Horror In Literature.txt","Supernatural Horror In Literature by H. P. LovecraftSupernatural Horror In 
Literature
by H. P. Lovecraft
Written 1926-27, Revised 1933 
Published in The Recluse in 1927 
I. Introduction
The oldest and strongest emotion of mankind is fear, and the oldest...","171 KB (175,024 Bytes)","Text Document","4/11/2001 9:20:48 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Supernatural Horror In Literature.txt",
"H. P. Lovecraft - The Alchemist.txt","The Alchemist by H.P. Lovecraft
The Alchemist
by H.P. Lovecraft
1908 
High up, crowning the grassy summit of a swelling mount whose sides are wooded 
near the base with the gnarled trees of the primeval forest stands the old 
chateau of my ancestors. For...","21 KB (21,263 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Alchemist.txt",
"H. P. Lovecraft - The Beast in the Cave.txt","The Beast in the Cave by H.P. Lovecraft
The Beast in the Cave
by H.P. Lovecraft
April 21, 1905 
The horrible conclusion which had been gradually obtruding itself upon my 
confused and reluctant mind was now an awful certainty. I was lost, completely, 
ho...","15 KB (14,654 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Beast in the Cave.txt",
"H. P. Lovecraft - The Call of Cthulhu.txt","				
				The Call of Cthulhu

	Of such great powers or beings there may be conceivably a
	survival... a survival of a hugely remote period when...
	consciousness was manifest, perhaps, in shapes and forms
	long since withdrawn before the tide of advancin...","70 KB (71,152 Bytes)","Text Document","4/11/2001 9:20:48 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Call of Cthulhu.txt",
"H. P. Lovecraft - The Case Of Charles Dexter Ward.txt"," 
                          'The essential Saltes of Animals may be so prepared and preserved,
                          that an ingenious Man may have the whole Ark of Noah in his own
                          Studie, and raise the fine Shape of an Anim...","430 KB (439,818 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Case Of Charles Dexter Ward.txt",
"H. P. Lovecraft - The Cats of Ulthar.txt","The Cats of Ulthar by H.P. Lovecraft
The Cats of Ulthar
by H.P. Lovecraft
Written 15 Jun 1920 
Published November 1920 in The Tryout, Vol. 6, No. 11, p. 3-9. 
It is said that in Ulthar, which lies beyond the river Skai, no man may kill a 
cat; and this I...","8 KB (7,753 Bytes)","Text Document","4/11/2001 9:20:48 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Cats of Ulthar.txt",
"H. P. Lovecraft - The Cats.txt","The Cats by H. P. LovecraftThe Cats
by H.P. Lovecraft
Written 
Published 
Babels of blocks to the high heavens towering 
   Flames of futility swirling below; 
Poisonous fungi in brick and stone flowering, 
   Lanterns that shudder and death-lights that ...","2 KB (1,266 Bytes)","Text Document","4/11/2001 9:20:48 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Cats.txt",
"H. P. Lovecraft - The City.txt","The City by H. P. LovecraftThe City
by H. P. Lovecraft
Written DATE 
Published DATE 
It was golden and splendid, 
  That City of light; 
A vision suspended 
  In deeps of the night; 
A region of wonder and glory, whose temples were marble and white. 
I r...","2 KB (1,729 Bytes)","Text Document","4/11/2001 9:20:48 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The City.txt",
"H. P. Lovecraft - The Colour Out of Space.txt","The Colour Out of Space by H. P. LovecraftThe Colour Out of Space
by H. P. Lovecraft
Written March 1927 
Published September 1927 in Amazing Stories, Vol. 2, No. 6, p. 557-67 
West of Arkham the hills rise wild, and there are valleys with deep woods that...","69 KB (70,156 Bytes)","Text Document","4/11/2001 9:20:48 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Colour Out of Space.txt",
"H. P. Lovecraft - The Crawling Chaos.txt","The Crawling Chaos by H.P. Lovecraft and Elizabeth Berkeley
The Crawling Chaos
by H.P. Lovecraft and Elizabeth Berkeley
Written 1920/21 
Published April 1921 in The United Co-operative, Vol. 1, No. 3, p. 1-6. 
Of the pleasures and pains of opium much has...","18 KB (17,720 Bytes)","Text Document","4/11/2001 9:20:48 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Crawling Chaos.txt",
"H. P. Lovecraft - The Descendant.txt","The Descendant by H. P. LovecraftThe Descendant
by H. P. Lovecraft
Written 1926 
Published 1938 in Leaves, Vol. 2, p. 107-10. 
In London there is a man who screams when the church bells ring. He lives all 
alone with his streaked cat in Gray's Inn, and p...","9 KB (8,902 Bytes)","Text Document","4/11/2001 9:20:50 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Descendant.txt",
"H. P. Lovecraft - The Doom That Came to Sarnath.txt","The Doom That Came to Sarnath by H.P. Lovecraft
The Doom That Came to Sarnath
by H.P. Lovecraft
Written 3 Dec 1919 
Published June 1920 in The Scot, No. 44, p. 90-8. 
There is in the land of Mnar a vast still lake that is fed by no stream, and out 
of wh...","16 KB (15,470 Bytes)","Text Document","4/11/2001 9:20:50 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Doom That Came to Sarnath.txt",
"H. P. Lovecraft - The Dream Quest of Unknown Kadath.txt","The Dream Quest of Unknown Kadath by H. P. LovecraftThe Dream Quest of Unknown 
Kadath
by H. P. Lovecraft
Written Autumn? 1926-22 Jan 1927 
Published in Beyond the Wall of Sleep, Sauk City, WI: Arkham House, 1943, p. 
76-134 
Three times Randolph Carter ...","243 KB (248,262 Bytes)","Text Document","4/11/2001 9:20:50 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Dream Quest of Unknown Kadath.txt",
"H. P. Lovecraft - The Dunwich Horror.txt","The Dunwich Horror by H. P. LovecraftThe Dunwich Horror
by H. P. Lovecraft
Written Summer 1928 
Published April 1929 in Weird Tales, Vol. 13, No. 4, 481-508. 
  Gorgons and Hydras, and Chimaeras - dire stories of Celaeno and the Harpies - 
  may reproduc...","102 KB (103,699 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Dunwich Horror.txt",
"H. P. Lovecraft - The Evil Clergyman.txt","The Evil Clergyman by H. P. LovecraftThe Evil Clergyman
by H. P. Lovecraft
Written 1937 
Published April 1939 in Weird Tales, Vol. 33, No. 4, p. 135-37 
I was shown into the attic chamber by a grave, intelligent-looking man with 
quiet clothes and an iro...","10 KB (9,795 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Evil Clergyman.txt",
"H. P. Lovecraft - The Festival.txt","The Festival by H. P. LovecraftThe Festival
by H. P. Lovecraft
Written Oct 1923 
Published January 1925 in Weird Tales, Vol 5, No. 1, p. 169-74. 
  Efficiut Daemones, ut quae non sunt, sic tamen quasi sint, conspicienda 
  hominibus exhibeant. 
  - Lacan...","21 KB (21,393 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Festival.txt",
"H. P. Lovecraft - The Green Meadow.txt","THE GREEN MEADOW

by H. P. Lovecraft

and Elizabeth Berkeley



(INTRODUCTORY NOTE:  The following very singular narrative, or record of impressions, was discovered under circumstances so extraordinary that they deserve careful description.  On the eveni...","13 KB (13,185 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Green Meadow.txt",
"H. P. Lovecraft - The Haunter Of The Dark.txt","The Haunter Of The Dark by H. P. LovecraftThe Haunter Of The Dark
by H. P. Lovecraft
Written Nov 1935 
Published December 1936 in Weird Tales, Vol. 28, No. 5, p. 538-53. 
I have seen the dark universe yawning 
Where the black planets roll without aim, 
W...","55 KB (56,182 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Haunter Of The Dark.txt",
"H. P. Lovecraft - The Horror at Red Hook.txt","The Horror at Red Hook by H. P. LovecraftThe Horror at Red Hook
by H. P. Lovecraft
Written 1-2 Aug 1925 
Published September 1926 in Weird Tales, Vol. 8, No. 3, p. 373-80. 
I
Not many weeks ago, on a street corner in the village of Pascoag, Rhode Island,...","51 KB (51,234 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Horror at Red Hook.txt",
"H. P. Lovecraft - The Hound.txt","The Hound by H. P. LovecraftThe Hound
by H. P. Lovecraft
Written Sep 1922 
Published February 1924 in Weird Tales, Vol. 3, No. 2, p. 50-52, 78. 
In my tortured ears there sounds unceasingly a nightmare whirring and flapping, 
and a faint distant baying a...","18 KB (18,014 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Hound.txt",
"H. P. Lovecraft - The House.txt","The House by H. P. LovecraftThe House
by H. P. Lovecraft
Written July 16, 1919 
Published in The Philospher in December, 1920 
  'Tis a grove-circled dwelling 
    Set close to a hill, 
  Where the branches are telling 
    Strange legends of ill; 
  Ove...","2 KB (1,604 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The House.txt",
"H. P. Lovecraft - The Lurking Fear.txt","The Lurking Fear by H.P. Lovecraft
The Lurking Fear
by H.P. Lovecraft
Written November 1922 
Published 1923 in Home Brew, 2, No. 6 (January 1923): 4-10; 3, No. 1 (February 
1923): 18-23; 3, No. 2 (March 1923): 31-37, 44, 48; 3, No. 3 (April 1923): 
35-42...","44 KB (44,675 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Lurking Fear.txt",
"H. P. Lovecraft - The Messenger.txt","The Messenger by H.P. LovecraftThe Messenger
by H.P. Lovecraft
Written November 30, 1929 
Published December 3, 1929 in the Providence Journal 
The thing, he said, would come in the night at three 
From the old churchyard on the hill below; 
But crouchin...","2 KB (1,412 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Messenger.txt",
"H. P. Lovecraft - The Moon - Bog.txt","The Moon-Bog by H. P. LovecraftThe Moon-Bog
by H. P. Lovecraft
Written March 1921 
Published June 1926 in Weird Tales, Vol. 7, No. 6, p. 805-10 
Somewhere, to what remote and fearsome region I know not, Denys Barry has gone. 
I was with him the last nigh...","19 KB (19,251 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Moon - Bog.txt",
"H. P. Lovecraft - The Music OF Erich Zann.txt","The Music OF Erich Zann by H.P. Lovecraft
The Music OF Erich Zann
by H.P. Lovecraft
Written Dec 1921 
Published March 1922 in The National Amateur, Vol. 44, No. 4, p. 38-40. 
I have examined maps of the city with the greatest care, yet have never again 
...","20 KB (20,022 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Music OF Erich Zann.txt",
"H. P. Lovecraft - The Nameless City.txt","The Nameless City by H.P. Lovecraft
The Nameless City
by H.P. Lovecraft
Written January 1921 
Published November 1921 in The Wolverine, No. 11: 3-15. 
When I drew nigh the nameless city I knew it was accursed. I was traveling in a 
parched and terrible v...","29 KB (29,046 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Nameless City.txt",
"H. P. Lovecraft - The Other Gods.txt","The Other Gods by H. P. LovecraftThe Other Gods
by H. P. Lovecraft
Written 14 August 1921 
Published November 1933 in The Fantasy Fan, Vol. 1, No. 3, p. 35-38. 
Atop the tallest of earth's peaks dwell the gods of earth, and suffer not man to 
tell that h...","12 KB (11,293 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Other Gods.txt",
"H. P. Lovecraft - The Outsider.txt","The OutsiderSpooked out 



      The Outsider 

      � by H. P. Lovecraft
      Unhappy is he to whom the memories of childhood bring only fear and 
      sadness. Wretched is he who looks back upon lone hours in vast and dismal 
      chambers with br...","16 KB (16,257 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Outsider.txt",
"H. P. Lovecraft - The Picture in the House.txt","The Picture in the House by H.P. Lovecraft
The Picture in the House
by H.P. Lovecraft
Written 12 December 1920? 
Published July 1919 in The National Amateur, Vol. 41, No. 6, p. 246-49. 
Searchers after horror haunt strange, far places. For them are the c...","20 KB (19,640 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Picture in the House.txt",
"H. P. Lovecraft - The Poe - et's Nightmare.txt","The Poe-et's Nightmare by H. P. LovecraftThe Poe-et's Nightmare
by H. P. Lovecraft
Written DATE 
Published DATE 
A Fable
Luxus tumultus semper causa est. 
Lucullus Languish, student of the skies, 
And connoisseur of rarebits and mince pies, 
A bard by ch...","14 KB (13,961 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Poe - et's Nightmare.txt",
"H. P. Lovecraft - The Quest of Iranon.txt","The Quest of Iranon, By LovecraftThe Quest of Iranon
A short story by H.P.Lovecraft


     Into the granite city of Teloth wandered the youth, vine-crowned, his 
yellow hair glistening with myrrh and his purple robe torn with briers of 
the mountain Sidr...","15 KB (15,161 Bytes)","Text Document","4/11/2001 9:20:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Quest of Iranon.txt",
"H. P. Lovecraft - The Rats in the Walls.txt","The Rats in the Walls by H. P. LovecraftThe Rats in the Walls
by H. P. Lovecraft
Written Aug-Sep 1923 
Published in March 1924 in Weird Tales, Vol. 3, No. 3, p. 25-31. 
On 16 July 1923, I moved into Exham Priory after the last workman had finished 
his l...","47 KB (47,155 Bytes)","Text Document","4/11/2001 9:20:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Rats in the Walls.txt",
"H. P. Lovecraft - The Road to Madness.txt","THE ROAD TO MADNESSTHE ROAD TO MADNESS: THE TRANSITION OF H. P. LOVECRAFT
by H. P. Lovecraft




Publication date: October 1996 in trade paperback
Compilation copyright � 1996 by Arkham House Publishers, Inc. 

Permission to download this sample for pers...","21 KB (20,814 Bytes)","Text Document","4/11/2001 9:20:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Road to Madness.txt",
"H. P. Lovecraft - The Shadow Out of Time.txt","The Shadow Out of Time by H. P. LovecraftThe Shadow Out of Time
by H. P. Lovecraft
Written Nov 1934-Mar 1935 
Published June 1936 in Astounding Stories, Vol. 17, No. 4, p. 110-54. 
I 
After twenty-two years of nightmare and terror, saved only by a desper...","149 KB (152,138 Bytes)","Text Document","4/11/2001 9:20:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Shadow Out of Time.txt",
"H. P. Lovecraft - The Shadow Over Innsmouth.txt","The Shadow Over Innsmouth

I

	During the winter of 1927-28 officials of the Federal government made a strange and secret investigation of certain conditions in the ancient Massachusetts seaport of Innsmouth. The public first learned of it in February, w...","150 KB (153,358 Bytes)","Text Document","4/11/2001 9:20:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Shadow Over Innsmouth.txt",
"H. P. Lovecraft - The Silver Key.txt","The Silver Key by H. P. LovecraftThe Silver Key
by H. P. Lovecraft
Written 1926 
Published January 1929 in Weird Tales, Vol. 13, No. 1, p. 41-49, 144. 
When Randolph Carter was thirty he lost the key of the gate of dreams. Prior to 
that time he had made...","29 KB (28,932 Bytes)","Text Document","4/11/2001 9:20:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Silver Key.txt",
"H. P. Lovecraft - The Statement of Randolph Carter.txt","The Statement of Randolph Carter by H.P. Lovecraft
The Statement of Randolph Carter
by H.P. Lovecraft
1919 
Again I say, I do not know what has become of Harley Warren, though I 
think--almost hope--that he is in peaceful oblivion, if there be anywhere s...","13 KB (13,267 Bytes)","Text Document","4/11/2001 9:20:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Statement of Randolph Carter.txt",
"H. P. Lovecraft - The Strange High House in the Mist.txt","The Strange High House in the Mist by H. P. LovecraftThe Strange High House in 
the Mist
by H. P. Lovecraft
Written 9 Nov 1926 
Published October 1931 in Weird Tales, Vol. 18, No. 3, p. 394-400 
In the morning, mist comes up from the sea by the cliffs be...","22 KB (21,764 Bytes)","Text Document","4/11/2001 9:20:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Strange High House in the Mist.txt",
"H. P. Lovecraft - The Street.txt","The Street by H.P. Lovecraft
The Street
by H.P. Lovecraft
Written 1920? 
Published December 1920 in The Wolverine, No. 8, p. 2-12. 
There be those who say that things and places have souls, and there be those who 
say they have not; I dare not say, mysel...","13 KB (12,925 Bytes)","Text Document","4/11/2001 9:20:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Street.txt",
"H. P. Lovecraft - The Temple.txt","The Temple by H. P. LovecraftThe Temple
by H. P. Lovecraft
Written 1920 
Published September 1925 in Weird Tales, Vol. 6, No. 3, p. 329-36, 429-31. 
Manuscript Found On The Coast Of Yucatan
On August20, 1917, I, Karl Heinrich, Graf von Altberg-Ehrenstein...","31 KB (31,594 Bytes)","Text Document","4/11/2001 9:20:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Temple.txt",
"H. P. Lovecraft - The Terrible Old Man.txt","The Terrible Old Man by H.P. Lovecraft
The Terrible Old Man
by H.P. Lovecraft
Written 28 Jan 1920 
Published July 1921 in The Tryout, Vol. 7, No. 4, p. 10-14. 
It was the design of Angelo Ricci and Joe Czanek and Manuel Silva to call on the 
Terrible Old...","7 KB (6,938 Bytes)","Text Document","4/11/2001 9:20:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Terrible Old Man.txt",
"H. P. Lovecraft - The Thing in the Moonlight.txt","The Thing in the Moonlight by H. P. Lovecraft and J. Chapman MiskeThe Thing in 
the Moonlight
by H. P. Lovecraft and J. Chapman Miske
Written November 24, 1927 
Published 
The following is based, in places word for word, on a letter Lovecraft wrote to 
D...","5 KB (4,842 Bytes)","Text Document","4/11/2001 9:20:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Thing in the Moonlight.txt",
"H. P. Lovecraft - The Thing on the Doorstep.txt","The Thing on the Doorstep by H. P. LovecraftThe Thing on the Doorstep
by H. P. Lovecraft
Written 21-24 Aug 1933 
Published January 1937 in Weird Tales, Vol. 29, No. 1, p. 52-70. 
I
It is true that I have sent six bullets through the head of my best frien...","61 KB (62,325 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Thing on the Doorstep.txt",
"H. P. Lovecraft - The Tomb.txt","The Tomb by H.P. Lovecraft
The Tomb
by H.P. Lovecraft
1917 
In relating the circumstances which have led to my confinement within this 
refuge for the demented, I am aware that my present position will create a 
natural doubt of the authenticity of my na...","24 KB (23,940 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Tomb.txt",
"H. P. Lovecraft - The Transition of Juan Romero.txt","The Transition of Juan Romero by H. P. LovecraftThe Transition of Juan Romero
by H. P. Lovecraft
Written September 16, 1919 
Published in Marginalia, Arkham House, 1944, p. 276-84 
Of the events which took place at the Norton Mine on October eighteenth a...","16 KB (16,296 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Transition of Juan Romero.txt",
"H. P. Lovecraft - The Tree.txt","The Tree by H.P. Lovecraft
The Tree
by H.P. Lovecraft
1920 
On a verdant slope of Mount Maenalus, in Arcadia, there stands an olive grove 
about the ruins of a villa. Close by is a tomb, once beautiful with the 
sublimest sculptures, but now fallen into ...","10 KB (9,645 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Tree.txt",
"H. P. Lovecraft - The Unnamable.txt","The UnnamableThe Unnamable
By; Howard Phillips Lovecraft 1923 - - first published in The Vagrant not dated.
We were sitting on a dilapidated seventeenth - century tomb in the late 
afternoon of an autumn day at the old burying ground in Arkham, and specu...","18 KB (17,597 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Unnamable.txt",
"H. P. Lovecraft - The Whisperer in Darkness.txt","The Whisperer in Darkness by H. P. LovecraftThe Whisperer in Darkness
by H. P. Lovecraft
Written 24 Feb-26 Sept 1930 
Published August 1931 in Weird Tales, Vol. 18, No. 1, p. 32-73 
I
Bear in mind closely that I did not see any actual visual horror at th...","153 KB (156,144 Bytes)","Text Document","4/11/2001 9:20:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - The Whisperer in Darkness.txt",
